2017	2	7	6	568
2016	8	35	3	661
2012	7	31	2	540
2013	7	30	6	516
2014	3	14	1	559
2016	5	18	7	589
2015	9	38	2	579
2012	8	34	6	474
2012	7	29	4	522
2013	12	52	1	707
2015	3	10	4	829
2015	11	47	5	819
2016	8	32	4	672
2016	12	52	2	567
2014	4	14	4	592
2017	3	12	4	701
2013	8	32	5	579
2015	11	46	6	613
2013	1	2	4	555
2017	4	15	6	491
2015	8	31	6	668
2014	12	51	7	409
2014	7	28	7	439
2016	2	6	2	571
2014	4	17	7	449
2016	5	18	1	587
2015	3	13	3	538
2014	7	28	5	641
2014	4	17	5	617
2016	1	3	4	666
2017	1	2	2	585
2015	4	17	6	591
2013	10	41	4	559
2013	7	29	1	581
2016	6	26	2	671
2013	7	27	5	575
2016	6	25	5	807
2013	9	38	6	546
2013	12	50	1	639
2016	1	4	3	670
2012	10	43	1	608
2015	3	9	7	693
2014	10	44	4	626
2014	10	43	7	515
2016	8	34	6	624
2015	12	51	2	752
2014	12	1	3	460
2016	2	8	4	663
2015	5	21	5	727
2013	10	40	7	404
2015	12	50	1	668
2016	5	21	2	693
2013	12	50	5	695
2013	1	1	5	505
2014	1	3	2	558
2013	7	28	4	550
2014	4	15	3	595
2015	3	10	6	578
2014	1	4	3	498
2013	2	7	4	631
2015	3	13	5	532
2015	4	15	4	452
2016	4	16	2	725
2016	9	37	4	754
2015	8	32	1	705
2014	7	29	4	587
2016	3	12	3	609
2014	12	51	3	554
2012	8	35	3	550
2014	5	18	7	451
2015	11	47	7	431
2012	10	40	2	592
2013	6	24	3	615
2015	6	26	3	777
2013	1	3	1	542
2013	11	45	3	635
2014	6	26	2	632
2014	11	47	6	511
2014	2	8	2	518
2012	8	34	2	482
2014	11	47	4	634
2014	4	17	3	536
2017	4	14	7	537
2016	9	36	7	536
2016	9	38	1	680
2014	11	48	5	444
2014	8	35	3	538
2016	6	24	6	697
2012	7	30	7	376
2015	6	24	1	634
2014	8	33	7	476
2015	5	22	6	622
2014	12	50	2	645
2012	11	44	5	345
2014	5	21	2	650
2016	11	46	1	668
2015	9	37	3	740
2014	10	43	3	708
2015	4	16	5	679
2013	5	21	3	570
2013	11	48	4	429
2016	9	38	3	620
2016	5	22	1	467
2015	10	42	5	676
2017	3	11	1	788
2012	7	30	1	505
2013	6	26	1	680
2015	9	37	5	765
2013	3	11	3	636
2013	7	31	3	553
2015	11	48	6	508
2015	11	45	3	672
2016	7	30	5	773
2016	11	44	5	776
2017	1	5	1	540
2015	11	49	1	611
2012	11	45	2	514
2016	6	22	4	676
2014	12	50	4	668
2013	6	25	4	681
2014	9	37	4	619
2014	8	35	5	631
2014	10	42	6	493
2014	10	40	6	531
2014	4	15	7	482
2014	7	31	2	526
2013	9	39	1	661
2015	12	52	7	518
2014	2	6	6	424
2014	11	45	2	538
2016	10	43	5	798
2016	7	28	5	794
2013	3	13	1	498
2013	8	32	7	481
2013	9	39	7	506
2015	6	24	3	667
2016	4	17	1	480
2017	2	6	5	701
2012	11	46	1	546
2014	7	27	4	740
2013	12	52	7	394
2016	12	50	2	630
2013	3	12	6	488
2016	3	13	4	642
2013	2	8	3	510
2015	8	34	5	753
2013	11	48	2	867
2014	5	20	3	636
2015	6	26	7	535
2012	12	49	7	544
2015	1	5	1	484
2014	1	5	4	657
2014	3	12	3	525
2014	9	38	1	609
2016	12	49	3	637
2013	6	25	2	613
2016	5	19	6	585
2012	11	47	6	458
2016	10	40	6	633
2013	10	42	1	440
2015	7	31	1	626
2014	4	15	1	533
2014	1	2	1	518
2016	11	47	6	463
2014	3	12	1	519
2013	1	4	6	558
2015	11	48	4	383
2016	8	32	6	614
2013	1	1	7	393
2015	9	36	2	626
2014	1	2	5	667
2016	10	42	4	662
2013	12	51	2	703
2016	6	26	4	757
2015	10	42	3	658
2016	1	1	4	541
2015	3	14	2	628
2013	8	33	2	552
2014	6	25	5	765
2012	10	42	6	587
2012	9	38	7	480
2015	5	21	7	432
2013	3	10	2	527
2015	7	29	1	667
2015	3	11	3	565
2017	2	8	5	652
2015	10	43	4	666
2015	1	1	7	380
2012	10	41	7	517
2014	5	18	5	698
2017	4	14	3	582
2014	1	2	3	616
2016	7	27	2	660
2014	10	42	4	602
2015	3	13	7	505
2012	9	39	2	593
2013	5	20	2	565
2013	9	37	5	652
2014	5	19	2	565
2015	4	16	1	554
2015	3	10	2	631
2016	7	27	4	599
2015	9	36	4	665
2016	4	16	6	640
2015	7	30	4	622
2015	6	24	5	451
2012	12	51	5	751
2013	1	5	1	507
2012	12	50	6	523
2016	11	46	3	702
2015	10	41	6	649
2015	5	21	3	666
2014	6	25	7	477
2016	8	34	2	637
2014	9	38	7	515
2015	8	35	4	614
2017	4	16	3	574
2015	7	30	2	606
2014	2	8	6	587
2014	3	12	7	427
2014	1	4	1	360
2013	8	32	3	508
2014	3	10	1	439
2012	11	45	6	444
2013	6	23	6	571
2014	10	41	3	639
2013	2	6	3	566
2016	7	26	7	443
2013	11	46	4	620
2012	12	52	6	442
2016	1	2	5	722
2014	5	19	6	549
2013	8	34	3	562
2012	12	49	3	514
2016	6	24	2	343
2012	8	31	5	589
2014	6	26	6	610
2016	3	11	6	519
2014	7	27	2	616
2012	12	51	1	649
2013	7	28	2	583
2013	4	15	4	517
2016	3	9	4	625
2016	7	29	6	647
2012	7	27	2	664
2014	2	6	4	569
2012	10	42	4	630
2014	4	18	2	555
2012	8	33	3	602
2015	2	7	2	571
2017	1	1	3	573
2017	2	6	1	553
2013	10	40	5	658
2014	1	2	7	388
2014	6	24	6	612
2014	9	40	1	566
2015	1	4	4	508
2014	9	36	1	392
2013	8	35	4	572
2015	4	14	5	491
2013	1	2	2	513
2012	10	42	2	602
2015	1	2	4	573
2016	6	23	3	717
2017	2	9	2	583
2014	10	43	1	591
2014	2	5	7	417
2014	4	17	1	521
2015	1	2	6	481
2016	6	23	1	740
2014	12	52	2	732
2017	4	17	4	662
2014	10	40	4	558
2016	4	17	5	515
2015	8	33	4	714
2014	8	35	1	549
2013	10	43	4	632
2013	5	20	6	505
2015	12	52	5	321
2013	3	10	4	535
2016	3	9	2	661
2014	10	44	2	571
2016	4	13	7	576
2013	2	6	7	400
2015	2	6	3	585
2013	11	44	6	551
2013	12	50	3	605
2014	7	31	4	626
2015	4	16	7	471
2014	4	16	6	526
2014	12	49	5	671
2014	6	27	1	609
2014	8	35	7	495
2016	3	12	7	450
2014	8	33	1	604
2015	10	42	7	551
2015	8	32	3	619
2016	1	4	1	660
2016	5	20	1	736
2015	11	46	4	637
2017	2	8	3	473
2016	7	29	4	728
2014	8	32	6	538
2014	12	50	6	594
2012	7	27	6	490
2017	1	4	4	557
2016	9	36	3	647
2013	8	31	4	643
2013	3	11	5	607
2017	4	14	1	642
2012	8	34	4	574
2012	7	29	6	528
2013	4	16	5	570
2015	5	22	4	682
2016	3	11	2	595
2017	1	4	6	492
2016	4	14	4	626
2012	9	39	6	485
2016	6	22	6	624
2016	8	33	7	512
2017	3	11	7	543
2013	4	17	4	583
2015	6	23	6	598
2017	3	12	6	566
2016	3	10	1	571
2016	10	42	6	629
2016	8	33	1	643
2013	8	33	4	599
2016	5	19	2	605
2015	2	9	6	538
2014	7	28	3	569
2013	4	14	5	582
2014	12	1	1	411
2014	9	37	2	591
2017	1	1	1	439
2014	2	8	4	556
2016	3	10	5	669
2015	6	26	5	774
2015	7	29	5	659
2016	5	19	4	738
2012	9	38	5	654
2016	11	48	1	647
2013	11	45	5	682
2012	9	37	4	632
2015	10	40	7	536
2012	8	32	4	581
2016	6	25	3	743
2015	9	40	2	557
2013	10	42	7	490
2016	8	32	2	649
2015	9	37	1	485
2013	11	47	1	611
2017	3	10	4	660
2016	12	50	6	622
2014	6	26	4	670
2013	8	35	2	506
2014	4	14	6	580
2014	2	6	2	613
2014	10	41	1	639
2014	3	11	6	519
2012	11	47	4	384
2015	10	42	1	505
2015	5	19	1	640
2012	7	28	7	494
2015	1	4	2	500
2015	8	35	6	539
2013	2	8	5	531
2016	1	3	6	402
2017	3	9	3	567
2014	5	22	1	433
2013	5	22	4	685
2012	12	48	6	480
2013	11	46	6	612
2015	11	46	2	756
2012	12	51	7	407
2012	8	35	5	701
2016	1	2	3	605
2014	3	10	5	533
2016	2	8	2	622
2015	7	31	3	629
2015	10	43	6	519
2013	8	35	6	480
2015	9	36	6	540
2012	12	49	1	620
2014	7	30	5	653
2014	6	25	1	622
2013	5	19	3	620
2016	7	26	5	749
2015	5	19	5	709
2012	11	46	5	672
2013	2	9	2	537
2016	9	39	4	624
2015	3	12	6	506
2015	4	16	3	595
2012	10	43	3	494
2017	1	3	7	405
2014	2	9	1	569
2013	9	37	7	476
2016	5	20	7	565
2016	8	33	3	658
2015	5	22	2	686
2014	8	34	2	516
2015	5	20	2	683
2016	8	31	1	569
2016	9	37	6	643
2013	10	43	2	540
2015	6	24	7	576
2013	8	32	1	544
2015	7	28	2	646
2013	6	26	5	608
2014	2	9	5	655
2015	12	53	2	533
2012	12	51	3	590
2016	11	46	7	524
2015	12	52	3	805
2013	7	28	6	574
2013	4	14	3	532
2017	2	8	1	426
2013	2	5	6	534
2016	7	30	3	687
2014	1	5	2	504
2014	9	38	3	658
2013	4	17	2	513
2015	5	21	1	566
2016	9	36	5	716
2014	10	43	5	669
2016	4	15	7	557
2016	11	44	7	531
2013	8	31	6	492
2014	9	38	5	647
2016	4	16	4	689
2015	3	12	4	582
2017	1	4	2	560
2015	2	9	2	580
2016	8	31	3	688
2016	5	21	4	737
2015	12	49	4	623
2014	11	46	3	546
2014	9	39	2	592
2014	12	49	3	569
2013	9	37	3	577
2014	5	22	3	538
2013	5	20	4	559
2015	7	27	3	683
2013	4	17	6	517
2015	12	53	4	527
2016	1	4	7	532
2012	8	31	3	615
2012	12	49	5	714
2014	10	42	2	696
2013	6	24	5	693
2015	7	27	7	467
2016	11	45	4	706
2015	2	6	5	652
2016	3	9	6	601
2015	3	11	7	458
2014	11	46	7	429
2016	4	13	5	698
2012	12	52	2	354
2013	12	52	3	257
2013	6	23	4	605
2016	11	44	3	665
2016	12	48	6	591
2014	2	7	5	791
2015	4	17	2	645
2014	3	10	7	404
2014	5	20	1	581
2013	5	21	1	657
2016	4	15	5	723
2017	4	14	5	687
2016	9	35	6	498
2016	9	36	1	419
2016	5	18	5	725
2015	7	29	7	545
2016	2	9	1	616
2015	10	44	5	688
2013	2	8	1	398
2013	12	49	6	567
2014	2	7	7	464
2013	9	36	2	550
2015	1	4	6	428
2013	6	26	3	621
2016	7	29	2	694
2013	7	30	2	571
2015	3	13	1	586
2015	6	23	2	642
2016	11	48	3	730
2014	7	29	2	587
2014	4	15	5	609
2016	1	2	7	451
2015	11	45	1	612
2017	2	5	6	539
2016	5	20	5	778
2016	9	38	7	573
2012	8	32	2	547
2017	1	2	4	634
2016	11	45	6	586
2017	3	12	2	630
2014	12	52	6	405
2013	3	12	4	507
2015	3	11	5	608
2014	5	21	6	486
2012	8	31	7	518
2013	1	5	3	497
2012	7	28	3	565
2013	9	39	5	553
2014	11	44	7	532
2015	8	34	7	492
2013	1	1	3	480
2013	1	3	7	393
2016	2	7	7	482
2015	10	44	3	689
2013	8	33	6	504
2013	9	38	4	536
2017	4	15	4	585
2015	11	45	7	472
2016	12	51	7	365
2012	8	35	1	548
2017	2	5	4	584
2016	3	12	5	540
2017	2	7	2	676
2013	9	38	2	627
2016	2	5	3	579
2013	9	39	3	539
2015	8	33	2	601
2014	9	39	4	490
2012	8	33	5	574
2013	12	49	2	553
2013	12	51	6	594
2013	5	19	1	561
2015	9	39	1	624
2014	9	39	6	600
2012	11	44	7	344
2012	11	46	3	625
2015	2	6	7	394
2017	4	16	7	504
2014	8	34	6	454
2012	9	36	3	601
2014	2	7	1	677
2014	2	9	3	511
2016	10	43	1	573
2017	3	11	5	746
2014	5	20	5	700
2013	2	7	2	498
2017	1	2	6	487
2014	11	47	2	711
2013	12	50	7	450
2016	11	47	4	428
2017	2	6	7	429
2016	6	23	7	491
2016	12	51	3	675
2014	6	23	1	643
2016	5	18	3	650
2012	10	43	5	598
2016	4	14	6	555
2015	10	41	2	631
2013	11	47	3	607
2014	5	19	4	596
2017	4	16	5	684
2015	8	36	1	614
2013	10	41	6	556
2015	2	9	4	539
2014	6	23	7	516
2016	2	6	6	480
2014	6	24	2	569
2013	9	36	4	493
2016	6	25	1	736
2014	5	22	5	650
2014	8	32	4	585
2013	4	15	6	555
2016	7	30	1	697
2014	7	29	6	480
2015	12	50	3	575
2016	3	12	1	607
2015	7	28	4	567
2014	2	7	3	640
2015	10	43	2	714
2013	3	13	7	426
2015	2	8	1	402
2015	1	5	5	622
2014	12	51	5	652
2013	3	11	7	426
2012	11	48	1	563
2016	10	41	7	499
2015	12	52	1	611
2012	7	30	5	637
2016	2	7	1	289
2014	11	45	4	652
2015	12	49	6	629
2012	11	45	4	550
2014	4	16	4	508
2015	9	38	6	655
2016	8	33	5	707
2013	3	10	6	569
2015	12	49	2	746
2013	11	47	5	702
2012	8	33	1	504
2013	2	9	4	517
2016	9	35	4	674
2012	11	48	3	512
2012	9	36	7	464
2012	9	36	5	680
2014	10	41	5	541
2016	5	20	3	674
2013	2	8	7	426
2013	1	3	3	578
2014	9	36	3	580
2013	5	22	2	686
2013	10	43	6	626
2012	7	29	2	648
2015	2	8	7	519
2014	11	46	1	560
2016	7	27	6	496
2014	3	11	2	510
2016	3	10	3	660
2013	1	2	6	475
2013	3	9	7	502
2013	6	23	2	613
2017	2	7	4	634
2013	6	22	7	487
2015	8	32	7	489
2016	10	43	3	705
2015	8	33	6	579
2016	4	14	2	667
2017	3	10	6	544
2016	7	28	1	618
2015	8	34	1	592
2014	11	48	7	377
2016	5	21	6	621
2014	6	25	3	663
2017	1	3	3	542
2013	4	15	2	613
2012	10	41	1	376
2016	2	5	1	716
2015	4	14	3	648
2016	9	38	5	811
2014	8	31	7	476
2012	10	40	6	500
2012	9	38	3	612
2013	12	51	4	607
2016	1	2	1	680
2014	1	1	4	603
2012	7	28	1	533
2013	10	44	1	620
2016	4	15	1	617
2015	4	14	7	422
2016	12	49	1	791
2012	12	50	4	545
2012	9	36	1	373
2015	9	39	5	585
2013	12	1	2	465
2014	1	3	4	521
2015	11	45	5	616
2013	8	34	1	462
2012	9	39	4	619
2017	3	13	5	742
2015	12	50	5	694
2015	9	39	7	493
2016	2	6	4	622
2016	8	31	7	533
2014	4	14	2	549
2015	5	20	6	649
2016	12	48	4	733
2012	11	47	2	671
2013	5	18	4	585
2014	8	33	5	522
2017	3	9	5	741
2014	10	41	7	473
2015	7	29	3	608
2016	12	51	5	691
2013	11	47	7	494
2012	9	35	6	515
2015	4	15	2	452
2014	12	49	7	493
2017	3	13	3	664
2016	6	23	5	678
2013	4	16	3	535
2016	12	49	5	701
2013	7	27	1	633
2012	9	38	1	452
2015	6	25	4	615
2017	2	8	7	456
2016	3	11	4	591
2012	7	28	5	603
2014	1	4	5	705
2015	10	40	5	798
2013	2	6	5	702
2013	12	52	5	476
2013	3	13	3	441
2013	7	27	3	635
2015	12	51	4	745
2015	5	18	6	540
2015	5	20	4	654
2016	1	4	5	645
2015	4	17	4	612
2015	4	18	3	679
2016	6	24	4	683
2012	10	41	5	593
2015	7	27	5	549
2015	1	3	7	960
2014	8	32	2	606
2013	1	4	4	554
2013	8	34	5	636
2014	5	20	7	507
2014	12	51	1	720
2014	9	36	7	477
2013	12	49	4	573
2015	7	31	5	753
2016	10	40	2	523
2015	5	19	7	549
2015	1	3	5	563
2015	9	39	3	501
2015	6	26	1	774
2017	4	17	6	631
2016	4	17	3	508
2016	7	30	7	529
2015	2	7	4	526
2012	11	46	7	446
2017	3	11	3	647
2013	3	12	2	559
2014	4	16	2	452
2016	8	35	1	674
2015	8	35	2	594
2014	12	49	1	644
2016	1	1	6	553
2015	2	7	6	436
2013	1	4	2	544
2014	1	3	6	448
2016	10	43	7	557
2015	7	28	6	597
2017	3	13	1	625
2017	4	13	6	587
2015	5	19	3	568
2015	6	25	6	505
2013	1	3	5	561
2015	9	38	4	744
2016	7	28	3	600
2013	9	37	1	632
2015	6	25	2	593
2017	5	18	2	655
2013	9	36	6	585
2016	10	42	2	590
2016	11	45	2	620
2015	11	48	2	733
2013	4	14	1	479
2014	11	46	5	651
2013	6	24	1	624
2017	3	9	7	481
2015	3	11	1	661
2013	10	42	5	680
2013	5	19	7	527
2017	1	3	5	599
2016	9	39	2	658
2013	3	13	5	520
2017	2	6	3	663
2013	10	44	3	558
2012	9	37	2	521
2012	10	41	3	640
2015	7	30	6	451
2015	12	51	6	624
2017	1	3	1	471
2012	12	1	1	482
2015	1	5	3	458
2016	12	49	7	521
2016	10	41	3	498
2016	1	53	6	422
2013	6	26	7	423
2016	10	40	4	764
2015	1	3	1	580
2014	11	45	6	543
2013	5	19	5	698
2015	6	27	2	622
2014	5	21	4	593
2013	4	16	7	471
2016	11	47	2	765
2013	12	48	7	420
2013	7	31	1	597
2014	6	24	4	561
2014	1	4	7	465
2013	3	9	5	603
2014	1	1	6	418
2012	10	44	2	372
2013	4	16	1	603
2016	12	51	1	721
2015	1	2	2	776
2015	8	35	5	609
2014	12	49	2	611
2012	9	39	5	703
2013	12	49	7	456
2014	8	34	3	551
2014	12	49	4	606
2016	2	5	2	711
2014	9	40	2	589
2013	12	49	1	549
2013	5	20	3	532
2016	3	13	1	651
2016	5	19	3	692
2016	11	46	4	707
2014	5	20	6	618
2015	8	35	1	575
2014	9	37	3	618
2014	6	23	4	569
2015	7	30	7	551
2015	6	25	1	506
2016	2	5	6	553
2013	4	18	2	576
2015	3	11	2	584
2013	12	49	5	759
2017	3	12	1	740
2013	5	19	4	602
2016	9	35	7	464
2014	8	33	2	491
2014	2	6	3	468
2016	2	5	4	609
2016	1	1	1	601
2014	4	18	3	651
2013	7	29	6	551
2016	7	28	2	659
2014	6	26	5	660
2015	12	49	7	485
2016	12	49	4	634
2014	2	7	6	516
2015	7	30	3	618
2015	4	16	4	560
2013	11	47	2	600
2015	4	16	2	541
2014	10	42	7	483
2014	10	44	1	642
2013	4	16	6	532
2016	6	26	1	710
2015	11	46	3	530
2014	12	52	3	519
2016	3	10	4	629
2014	12	52	5	446
2016	12	52	5	582
2012	7	30	2	574
2012	10	40	7	481
2015	5	18	5	642
2016	4	15	6	666
2016	1	2	4	597
2014	4	17	2	459
2012	10	40	1	555
2013	10	43	3	558
2012	11	46	4	623
2014	4	17	4	586
2015	10	41	3	668
2017	1	2	3	620
2016	2	8	3	660
2012	10	42	5	738
2012	11	46	2	648
2013	7	27	4	438
2013	8	34	2	542
2015	7	28	7	521
2016	2	8	5	475
2014	7	29	1	561
2015	7	28	1	598
2015	11	45	2	655
2012	9	37	1	637
2014	7	29	7	451
2013	8	34	4	577
2016	6	25	6	680
2017	4	14	4	699
2016	5	17	7	482
2012	9	37	7	458
2013	12	51	5	674
2016	2	7	6	555
2014	3	13	1	547
2014	1	3	7	380
2015	5	21	6	546
2014	3	11	3	515
2012	12	49	4	620
2017	4	16	2	506
2016	5	21	5	758
2014	5	22	4	662
2017	4	16	4	615
2012	10	43	6	524
2014	5	22	2	645
2015	3	13	2	601
2014	7	30	4	539
2016	9	38	2	619
2012	12	52	3	531
2017	1	52	7	473
2012	9	38	4	522
2016	9	38	4	659
2014	3	11	7	412
2017	3	10	7	514
2016	12	50	7	518
2014	8	32	1	588
2013	2	9	1	490
2012	12	51	4	606
2014	9	38	6	594
2016	12	50	1	665
2014	6	24	7	475
2013	10	42	4	574
2016	3	12	2	606
2013	5	20	1	576
2012	10	41	2	570
2013	6	22	6	631
2015	7	27	4	603
2016	3	12	4	615
2012	12	51	2	645
2014	10	40	5	719
2014	5	19	5	584
2013	12	52	2	515
2013	5	21	2	697
2016	4	16	5	738
2015	6	25	7	620
2013	3	12	1	623
2014	9	36	6	553
2014	7	27	5	360
2016	4	16	3	689
2016	11	45	3	541
2015	9	36	5	643
2015	6	24	6	395
2017	2	6	6	502
2013	3	12	3	540
2013	6	25	1	614
2014	4	14	7	484
2013	9	36	7	500
2012	10	41	4	657
2016	10	39	6	581
2017	2	7	7	435
2015	10	43	1	667
2012	8	31	4	570
2015	8	35	7	563
2013	3	12	5	604
2014	2	8	5	545
2013	9	36	5	524
2015	7	30	5	490
2016	5	19	1	641
2017	3	12	7	451
2016	9	35	5	697
2013	2	7	5	604
2015	9	39	6	557
2015	10	43	3	720
2013	11	48	1	710
2015	5	19	4	684
2015	1	1	4	395
2017	2	7	3	599
2012	7	29	3	558
2016	3	9	3	653
2013	10	42	6	471
2013	6	26	4	598
2016	11	45	7	518
2016	3	9	5	682
2013	9	36	1	431
2017	3	12	3	608
2016	10	42	1	584
2016	11	45	1	699
2013	2	7	7	447
2015	1	2	1	498
2012	11	45	3	718
2016	10	42	7	534
2012	10	42	7	426
2015	10	40	6	556
2012	8	34	5	601
2012	11	45	5	688
2013	6	23	5	791
2015	7	29	2	656
2017	2	8	6	568
2012	9	36	6	598
2014	4	17	6	548
2013	12	50	4	648
2016	9	36	6	599
2016	7	28	6	620
2015	2	7	3	610
2016	12	48	5	690
2013	12	50	2	539
2016	6	22	5	698
2015	5	22	5	813
2015	1	4	5	598
2016	7	28	4	739
2016	5	20	4	688
2014	3	12	4	627
2012	12	49	6	580
2016	10	41	4	757
2013	5	19	2	592
2013	4	14	4	566
2016	5	20	2	617
2014	6	26	7	537
2016	1	1	3	624
2014	11	48	4	378
2015	1	2	3	538
2015	10	44	2	631
2016	1	53	7	433
2014	5	21	3	575
2014	11	48	2	599
2012	11	44	4	439
2017	3	11	6	496
2014	5	21	5	660
2015	12	49	5	680
2015	3	10	1	650
2016	8	34	1	667
2014	11	44	6	656
2013	4	15	3	580
2013	1	3	4	491
2015	6	26	4	670
2013	7	28	7	471
2015	7	29	6	561
2014	1	5	3	649
2016	1	1	7	462
2016	12	51	2	719
2015	6	26	2	702
2014	8	32	7	512
2016	12	51	4	700
2016	7	29	7	564
2014	6	25	2	666
2015	7	29	4	686
2014	10	41	4	499
2015	2	9	3	628
2015	4	17	1	630
2015	8	33	3	643
2015	11	48	5	480
2015	4	17	7	477
2015	4	15	5	486
2015	9	37	4	716
2013	1	1	2	381
2015	9	37	2	795
2012	7	31	1	529
2014	4	15	6	578
2013	1	2	7	373
2016	3	11	1	626
2016	4	17	6	578
2013	11	46	5	617
2013	10	40	4	589
2014	4	16	5	496
2016	11	47	5	455
2016	3	11	7	466
2013	3	11	2	547
2016	1	3	1	481
2014	2	9	4	571
2016	11	47	3	807
2013	1	2	1	521
2013	2	5	5	574
2012	11	47	1	585
2014	2	9	2	512
2015	10	42	4	682
2015	4	18	4	640
2014	10	42	1	451
2014	10	44	5	668
2012	11	47	7	415
2013	7	28	5	599
2016	4	14	3	615
2015	8	34	4	600
2015	6	23	5	691
2016	4	14	5	677
2015	8	32	4	629
2015	11	44	7	312
2016	2	6	7	309
2014	3	10	6	515
2015	6	23	3	658
2013	1	4	7	429
2015	5	20	7	543
2017	4	15	1	622
2012	7	28	6	536
2015	8	32	6	545
2013	3	13	4	549
2017	4	15	7	473
2013	3	11	6	521
2013	9	37	2	629
2016	10	43	6	614
2016	11	44	2	731
2013	3	13	2	425
2013	6	23	1	707
2016	1	4	2	734
2016	11	44	4	689
2013	8	35	5	599
2012	10	42	1	607
2016	9	39	5	872
2017	3	9	4	646
2015	9	40	3	634
2015	3	12	7	432
2016	8	32	3	617
2016	6	23	4	633
2012	9	39	1	562
2015	1	5	4	519
2016	6	23	2	690
2015	1	5	2	188
2013	8	35	1	521
2014	8	34	5	568
2013	6	23	7	533
2016	12	49	6	553
2017	4	14	2	594
2013	4	14	6	531
2013	8	35	3	482
2016	12	52	1	393
2014	5	20	4	659
2014	9	37	7	526
2015	4	14	6	507
2014	9	37	1	598
2016	8	35	2	622
2016	12	52	3	546
2017	3	12	5	649
2015	3	11	4	586
2015	4	14	4	653
2014	8	33	6	490
2017	2	7	1	633
2013	5	19	6	523
2015	6	25	3	706
2015	9	38	7	556
2014	1	4	6	475
2015	12	49	3	655
2014	2	7	2	636
2015	6	25	5	732
2014	6	26	3	645
2012	8	33	2	520
2013	3	12	7	451
2014	2	7	4	447
2016	8	31	4	714
2013	11	44	5	710
2015	4	16	6	605
2013	10	43	1	616
2014	10	42	3	575
2015	2	8	6	517
2014	10	42	5	648
2013	12	52	6	475
2013	1	3	6	484
2013	4	16	4	553
2016	3	10	2	631
2013	5	21	6	514
2016	6	26	3	685
2015	12	50	6	578
2015	11	46	5	677
2014	12	52	1	566
2015	9	38	3	747
2016	3	10	6	622
2015	9	38	5	760
2012	7	30	4	604
2012	10	40	5	693
2015	12	50	4	668
2015	8	34	2	623
2015	12	50	2	618
2015	10	41	7	559
2016	8	33	6	580
2013	4	17	5	675
2012	11	46	6	542
2014	4	16	3	570
2015	10	41	1	596
2016	1	2	2	637
2017	1	2	5	599
2016	2	8	1	615
2013	4	15	5	649
2013	7	27	2	601
2016	4	15	4	669
2015	3	10	7	464
2015	11	45	6	499
2016	4	15	2	634
2016	4	14	7	493
2014	7	29	3	551
2014	7	28	4	584
2016	6	25	2	673
2015	1	3	2	613
2012	9	37	3	650
2013	4	15	7	472
2013	12	51	1	640
2016	6	25	4	640
2014	9	38	4	649
2014	1	1	7	320
2014	12	51	2	645
2014	3	13	5	530
2014	10	43	6	515
2015	5	21	2	606
2016	11	46	2	741
2014	3	13	3	563
2013	4	15	1	582
2013	3	11	4	557
2015	10	44	6	357
2016	5	21	1	647
2016	10	40	1	490
2016	5	21	7	561
